State Name,District Name,Disability,Age Group,Male,Female,Other,Total
Chhattisgarh,Balodabazar-Bhatapara,Multiple Disabilities,'60-80',8,3,,11
Chhattisgarh,Balodabazar-Bhatapara,Parkinson's Disease,'35-60',3,,,3
Chhattisgarh,Balodabazar-Bhatapara,Parkinson's Disease,'15-35',1,,,1
Chhattisgarh,Balodabazar-Bhatapara,Muscular Dystrophy,'80+',4,,,4
Chhattisgarh,Balodabazar-Bhatapara,Muscular Dystrophy,'60-80',61,16,,77
Chhattisgarh,Balodabazar-Bhatapara,Muscular Dystrophy,'6-15',20,4,,24
Chhattisgarh,Balodabazar-Bhatapara,Muscular Dystrophy,'35-60',142,64,,206
Chhattisgarh,Balodabazar-Bhatapara,Muscular Dystrophy,'15-35',82,57,,139
Chhattisgarh,Balodabazar-Bhatapara,Muscular Dystrophy,'0-6',,1,,1
Chhattisgarh,Balodabazar-Bhatapara,Multiple Sclerosis,'60-80',3,3,,6
Chhattisgarh,Balodabazar-Bhatapara,Multiple Sclerosis,'6-15',2,2,,4
Chhattisgarh,Balodabazar-Bhatapara,Multiple Sclerosis,'35-60',5,4,,9
Chhattisgarh,Balodabazar-Bhatapara,Multiple Sclerosis,'15-35',13,5,,18
Chhattisgarh,Balodabazar-Bhatapara,Multiple Disabilities,'80+',1,,,1
Chhattisgarh,Balodabazar-Bhatapara,Locomotor Disability,'60-80',460,144,,604
Chhattisgarh,Balrampur Ramanujganj,Speech and Language Disability,'80+',,1,,1
Chhattisgarh,Balrampur Ramanujganj,Multiple Sclerosis,'80+',,1,,1
Chhattisgarh,Balrampur Ramanujganj,Multiple Sclerosis,'60-80',3,1,,4
Chhattisgarh,Balrampur Ramanujganj,Multiple Sclerosis,'6-15',9,6,,15
Chhattisgarh,Balrampur Ramanujganj,Multiple Sclerosis,'35-60',5,5,,10
Chhattisgarh,Balrampur Ramanujganj,Multiple Sclerosis,'15-35',10,7,,17
Chhattisgarh,Balrampur Ramanujganj,Multiple Disabilities,'80+',2,,,2
Chhattisgarh,Balrampur Ramanujganj,Multiple Disabilities,'60-80',6,7,,13
Chhattisgarh,Balrampur Ramanujganj,Multiple Disabilities,'6-15',54,60,,114
Chhattisgarh,Balrampur Ramanujganj,Multiple Disabilities,'35-60',75,40,,115
Chhattisgarh,Balrampur Ramanujganj,Multiple Disabilities,'15-35',152,107,,259
Chhattisgarh,Balrampur Ramanujganj,Multiple Disabilities,'0-6',2,,,2
Chhattisgarh,Balrampur Ramanujganj,Mental Illness,'60-80',1,,,1
Chhattisgarh,Balrampur Ramanujganj,Mental Illness,'6-15',9,7,,16
Chhattisgarh,Balrampur Ramanujganj,Muscular Dystrophy,'15-35',2,1,,3
Chhattisgarh,Balrampur Ramanujganj,Muscular Dystrophy,'35-60',3,1,,4
Chhattisgarh,Balrampur Ramanujganj,Speech and Language Disability,'60-80',2,,,2
Chhattisgarh,Balrampur Ramanujganj,Speech and Language Disability,'6-15',5,6,,11
Chhattisgarh,Balrampur Ramanujganj,Speech and Language Disability,'35-60',3,7,,10
Chhattisgarh,Balrampur Ramanujganj,Speech and Language Disability,'15-35',25,21,,46
Chhattisgarh,Balrampur Ramanujganj,Sickle Cell Disease,'6-15',18,14,,32
Chhattisgarh,Balrampur Ramanujganj,Sickle Cell Disease,'35-60',15,7,,22
Chhattisgarh,Balrampur Ramanujganj,Sickle Cell Disease,'15-35',31,23,,54
Chhattisgarh,Balrampur Ramanujganj,Sickle Cell Disease,'0-6',4,5,,9
Chhattisgarh,Balrampur Ramanujganj,Parkinson's Disease,'60-80',2,1,,3
Chhattisgarh,Balrampur Ramanujganj,Parkinson's Disease,'35-60',6,1,,7
Chhattisgarh,Balrampur Ramanujganj,Parkinson's Disease,'15-35',1,,,1
Chhattisgarh,Balrampur Ramanujganj,Muscular Dystrophy,'60-80',1,,,1
Chhattisgarh,Balrampur Ramanujganj,Muscular Dystrophy,'6-15',1,,,1
Chhattisgarh,Balrampur Ramanujganj,Mental Illness,'35-60',8,8,,16
Chhattisgarh,Balrampur Ramanujganj,Mental Illness,'15-35',27,26,,53
Chhattisgarh,Balrampur Ramanujganj,Hemophilia,'6-15',1,,,1
Chhattisgarh,Balrampur Ramanujganj,Hemophilia,'35-60',6,3,,9
Chhattisgarh,Balrampur Ramanujganj,Hemophilia,'15-35',2,2,,4
Chhattisgarh,Balrampur Ramanujganj,Hearing Impairment,'80+',8,2,,10
Chhattisgarh,Balrampur Ramanujganj,Hearing Impairment,'60-80',29,19,,48
Chhattisgarh,Balrampur Ramanujganj,Hearing Impairment,'6-15',12,17,,29
Chhattisgarh,Balrampur Ramanujganj,Hearing Impairment,'35-60',41,15,,56
Chhattisgarh,Balrampur Ramanujganj,Hearing Impairment,'15-35',34,47,,81
Chhattisgarh,Balrampur Ramanujganj,Hearing Impairment,'0-6',1,1,,2
Chhattisgarh,Balrampur Ramanujganj,Dwarfism,'6-15',2,1,,3
Chhattisgarh,Balrampur Ramanujganj,Dwarfism,'35-60',5,5,,10
Chhattisgarh,Balrampur Ramanujganj,Dwarfism,'15-35',7,10,,17
Chhattisgarh,Balrampur Ramanujganj,Chronic Neurological Conditions,'35-60',2,,,2
Chhattisgarh,Balrampur Ramanujganj,Hemophilia,'60-80',5,2,,7
Chhattisgarh,Balrampur Ramanujganj,Intellectual Disability,'15-35',48,43,,91
Chhattisgarh,Balrampur Ramanujganj,Low Vision,'35-60',5,,,5
Chhattisgarh,Balrampur Ramanujganj,Low Vision,'15-35',2,1,,3
Chhattisgarh,Balrampur Ramanujganj,Locomotor Disability,'80+',42,13,,55
Chhattisgarh,Balrampur Ramanujganj,Locomotor Disability,'60-80',501,174,,675
Chhattisgarh,Balrampur Ramanujganj,Locomotor Disability,'6-15',305,201,,506
Chhattisgarh,Balrampur Ramanujganj,Locomotor Disability,'35-60',1755,764,,2519
Chhattisgarh,Balrampur Ramanujganj,Locomotor Disability,'15-35',1269,699,1,1969
Chhattisgarh,Balrampur Ramanujganj,Locomotor Disability,'0-6',6,7,,13
Chhattisgarh,Balrampur Ramanujganj,Leprosy cured,'60-80',2,,,2
Chhattisgarh,Balrampur Ramanujganj,Leprosy cured,'35-60',5,2,,7
Chhattisgarh,Balrampur Ramanujganj,Leprosy cured,'15-35',2,2,,4
Chhattisgarh,Balrampur Ramanujganj,Intellectual Disability,'6-15',33,18,,51
Chhattisgarh,Balrampur Ramanujganj,Intellectual Disability,'35-60',9,5,,14
Chhattisgarh,Balrampur Ramanujganj,Chronic Neurological Conditions,'15-35',2,2,,4
Chhattisgarh,Balod,Sickle Cell Disease,'35-60',1,2,,3
Chhattisgarh,Balod,Low Vision,'60-80',,,,
Chhattisgarh,Balod,Low Vision,'6-15',2,1,,3
Chhattisgarh,Balod,Low Vision,'35-60',3,,,3
Chhattisgarh,Balod,Low Vision,'15-35',1,1,,2
Chhattisgarh,Balod,Locomotor Disability,'80+',15,7,,22
Chhattisgarh,Balod,Locomotor Disability,'60-80',436,121,,557
Chhattisgarh,Balod,Locomotor Disability,'6-15',80,55,,135
Chhattisgarh,Balod,Locomotor Disability,'35-60',1526,826,5,2357
Chhattisgarh,Balod,Locomotor Disability,'15-35',487,290,2,779
Chhattisgarh,Balod,Locomotor Disability,'0-6',4,1,,5
Chhattisgarh,Balod,Intellectual Disability,'60-80',1,,,1
Chhattisgarh,Balod,Intellectual Disability,'6-15',53,58,,111
Chhattisgarh,Balod,Intellectual Disability,'35-60',16,21,,37
Chhattisgarh,Balod,Mental Illness,'15-35',194,166,,360
Chhattisgarh,Balod,Mental Illness,'35-60',35,44,,79
Chhattisgarh,Balod,Sickle Cell Disease,'15-35',8,8,,16
Chhattisgarh,Balod,Muscular Dystrophy,'60-80',1,1,,2
Chhattisgarh,Balod,Muscular Dystrophy,'35-60',5,4,,9
Chhattisgarh,Balod,Muscular Dystrophy,'15-35',1,1,,2
Chhattisgarh,Balod,Multiple Sclerosis,'15-35',1,,,1
Chhattisgarh,Balod,Multiple Disabilities,'60-80',2,1,,3
Chhattisgarh,Balod,Multiple Disabilities,'6-15',10,8,,18
Chhattisgarh,Balod,Multiple Disabilities,'35-60',11,9,,20
Chhattisgarh,Balod,Multiple Disabilities,'15-35',21,14,,35
Chhattisgarh,Balod,Multiple Disabilities,'0-6',,1,,1
Chhattisgarh,Balod,Mental Illness,'80+',1,,,1
Chhattisgarh,Balod,Mental Illness,'60-80',2,,,2
Chhattisgarh,Balod,Mental Illness,'6-15',73,55,,128
Chhattisgarh,Balod,Intellectual Disability,'15-35',79,62,,141
Chhattisgarh,Balod,Hemophilia,'6-15',1,,,1
Chhattisgarh,Balod,Cerebral Palsy,'35-60',6,4,,10
Chhattisgarh,Balod,Cerebral Palsy,'15-35',37,25,,62
Chhattisgarh,Balod,Cerebral Palsy,'0-6',3,,,3
Chhattisgarh,Balod,Blindness,'80+',4,3,,7
Chhattisgarh,Balod,Blindness,'60-80',56,20,,76
Chhattisgarh,Balod,Blindness,'6-15',25,16,,41
Chhattisgarh,Balod,Blindness,'35-60',156,76,,232
Chhattisgarh,Balod,Blindness,'15-35',134,82,,216
Chhattisgarh,Balod,Autism Spectrum Disorder,'60-80',2,,,2
Chhattisgarh,Balod,Autism Spectrum Disorder,'6-15',1,1,,2
Chhattisgarh,Balod,Autism Spectrum Disorder,'35-60',3,1,,4
Chhattisgarh,Balod,Autism Spectrum Disorder,'15-35',5,,,5
Chhattisgarh,Balod,Autism Spectrum Disorder,'0-6',1,,,1
Chhattisgarh,Balod,Cerebral Palsy,'6-15',64,29,,93
Chhattisgarh,Balod,Chronic Neurological Conditions,'15-35',4,2,,6
Chhattisgarh,Balod,Hemophilia,'35-60',,,,
Chhattisgarh,Balod,Hearing Impairment,'80+',8,3,,11
Chhattisgarh,Balod,Hearing Impairment,'60-80',22,2,,24
Chhattisgarh,Balod,Hearing Impairment,'6-15',35,36,,71
Chhattisgarh,Balod,Hearing Impairment,'35-60',56,35,,91
Chhattisgarh,Balod,Hearing Impairment,'15-35',91,72,1,164
Chhattisgarh,Balod,Hearing Impairment,'0-6',1,,,1
Chhattisgarh,Balod,Dwarfism,'6-15',3,,,3
Chhattisgarh,Balod,Dwarfism,'35-60',,5,,5
Chhattisgarh,Balod,Dwarfism,'15-35',4,3,,7
Chhattisgarh,Balod,Chronic Neurological Conditions,'60-80',3,1,,4
Chhattisgarh,Balod,Chronic Neurological Conditions,'6-15',2,,,2
Chhattisgarh,Balod,Chronic Neurological Conditions,'35-60',12,5,,17
Chhattisgarh,Rajnandgaon,Dwarfism,'80+',1,,,1
Chhattisgarh,Balodabazar-Bhatapara,Locomotor Disability,'6-15',102,63,,165
Chhattisgarh,Balodabazar-Bhatapara,Hemophilia,'0-6',1,,,1
Chhattisgarh,Balodabazar-Bhatapara,Hearing Impairment,'80+',21,5,,26
Chhattisgarh,Balodabazar-Bhatapara,Hearing Impairment,'60-80',65,25,,90
Chhattisgarh,Balodabazar-Bhatapara,Hearing Impairment,'6-15',42,29,,71
Chhattisgarh,Balodabazar-Bhatapara,Hearing Impairment,'35-60',129,69,,198
Chhattisgarh,Balodabazar-Bhatapara,Hearing Impairment,'15-35',168,120,,288
Chhattisgarh,Balodabazar-Bhatapara,Hearing Impairment,'0-6',12,1,,13
Chhattisgarh,Balodabazar-Bhatapara,Dwarfism,'80+',,1,,1
Chhattisgarh,Balodabazar-Bhatapara,Dwarfism,'60-80',1,1,,2
Chhattisgarh,Balodabazar-Bhatapara,Dwarfism,'6-15',1,2,,3
Chhattisgarh,Balodabazar-Bhatapara,Dwarfism,'35-60',5,13,,18
Chhattisgarh,Balodabazar-Bhatapara,Dwarfism,'15-35',13,28,,41
Chhattisgarh,Balodabazar-Bhatapara,Chronic Neurological Conditions,'60-80',1,,,1
Chhattisgarh,Balodabazar-Bhatapara,Hemophilia,'15-35',2,1,,3
Chhattisgarh,Balodabazar-Bhatapara,Hemophilia,'35-60',3,,,3
Chhattisgarh,Balodabazar-Bhatapara,Locomotor Disability,'35-60',1835,810,1,2646
Chhattisgarh,Balodabazar-Bhatapara,Locomotor Disability,'15-35',823,551,1,1375
Chhattisgarh,Balodabazar-Bhatapara,Locomotor Disability,'0-6',2,4,,6
Chhattisgarh,Balodabazar-Bhatapara,Leprosy cured,'80+',,,,
Chhattisgarh,Balodabazar-Bhatapara,Leprosy cured,'60-80',5,2,,7
Chhattisgarh,Balodabazar-Bhatapara,Leprosy cured,'6-15',1,,,1
Chhattisgarh,Balodabazar-Bhatapara,Leprosy cured,'35-60',13,10,,23
Chhattisgarh,Balodabazar-Bhatapara,Leprosy cured,'15-35',7,5,,12
Chhattisgarh,Balodabazar-Bhatapara,Intellectual Disability,'60-80',,,,
Chhattisgarh,Balodabazar-Bhatapara,Intellectual Disability,'6-15',6,1,,7
Chhattisgarh,Balodabazar-Bhatapara,Intellectual Disability,'35-60',7,4,,11
Chhattisgarh,Balodabazar-Bhatapara,Intellectual Disability,'15-35',15,7,,22
Chhattisgarh,Balodabazar-Bhatapara,Hemophilia,'60-80',1,,,1
Chhattisgarh,Balodabazar-Bhatapara,Chronic Neurological Conditions,'6-15',1,,,1
Chhattisgarh,Balodabazar-Bhatapara,Chronic Neurological Conditions,'35-60',9,2,,11
Chhattisgarh,Balodabazar-Bhatapara,Autism Spectrum Disorder,'6-15',2,,,2
Chhattisgarh,Balodabazar-Bhatapara,Autism Spectrum Disorder,'35-60',3,2,,5
Chhattisgarh,Balodabazar-Bhatapara,Autism Spectrum Disorder,'15-35',1,2,,3
Chhattisgarh,Balodabazar-Bhatapara,Autism Spectrum Disorder,'0-6',,1,,1
Chhattisgarh,Balodabazar-Bhatapara,Acid Attack Victim,'60-80',,1,,1
Chhattisgarh,Balodabazar-Bhatapara,Acid Attack Victim,'35-60',1,1,,2
Chhattisgarh,Balodabazar-Bhatapara,Acid Attack Victim,'15-35',,,,
Chhattisgarh,Balod,Thalassemia,'6-15',1,2,,3
Chhattisgarh,Balod,Thalassemia,'15-35',1,,,1
Chhattisgarh,Balod,Thalassemia,'0-6',,1,,1
Chhattisgarh,Balod,Speech and Language Disability,'35-60',,,,
Chhattisgarh,Balod,Speech and Language Disability,'15-35',1,,,1
Chhattisgarh,Balod,Specific Learning Disabilities,'35-60',,,,
Chhattisgarh,Balodabazar-Bhatapara,Autism Spectrum Disorder,'60-80',,,,
Chhattisgarh,Balodabazar-Bhatapara,Autism Spectrum Disorder,'80+',,,,
Chhattisgarh,Balodabazar-Bhatapara,Chronic Neurological Conditions,'15-35',2,3,,5
Chhattisgarh,Balodabazar-Bhatapara,Cerebral Palsy,'80+',1,,,1
Chhattisgarh,Balodabazar-Bhatapara,Cerebral Palsy,'60-80',25,9,,34
Chhattisgarh,Balodabazar-Bhatapara,Cerebral Palsy,'6-15',192,126,1,319
Chhattisgarh,Balodabazar-Bhatapara,Cerebral Palsy,'35-60',180,111,,291
Chhattisgarh,Balodabazar-Bhatapara,Cerebral Palsy,'15-35',350,287,,637
Chhattisgarh,Balodabazar-Bhatapara,Cerebral Palsy,'0-6',6,7,,13
Chhattisgarh,Balodabazar-Bhatapara,Blindness,'80+',2,2,,4
Chhattisgarh,Balodabazar-Bhatapara,Blindness,'60-80',43,14,,57
Chhattisgarh,Balodabazar-Bhatapara,Blindness,'6-15',16,28,,44
Chhattisgarh,Balodabazar-Bhatapara,Blindness,'35-60',98,46,,144
Chhattisgarh,Balodabazar-Bhatapara,Blindness,'15-35',100,73,,173
Chhattisgarh,Balodabazar-Bhatapara,Blindness,'0-6',1,,,1
Chhattisgarh,Balod,Sickle Cell Disease,'6-15',2,3,,5
Chhattisgarh,Bijapur,Intellectual Disability,'60-80',,,,
Chhattisgarh,Bijapur,Chronic Neurological Conditions,'15-35',2,3,,5
Chhattisgarh,Bijapur,Chronic Neurological Conditions,'0-6',,3,,3
Chhattisgarh,Bijapur,Cerebral Palsy,'80+',,1,,1
Chhattisgarh,Bijapur,Cerebral Palsy,'60-80',4,1,,5
Chhattisgarh,Bijapur,Cerebral Palsy,'6-15',15,17,,32
Chhattisgarh,Bijapur,Cerebral Palsy,'35-60',3,2,,5
Chhattisgarh,Bijapur,Cerebral Palsy,'15-35',14,10,,24
Chhattisgarh,Bijapur,Cerebral Palsy,'0-6',3,3,,6
Chhattisgarh,Bijapur,Blindness,'80+',,3,,3
Chhattisgarh,Bijapur,Blindness,'60-80',12,2,,14
Chhattisgarh,Bijapur,Blindness,'6-15',7,2,,9
Chhattisgarh,Bijapur,Blindness,'35-60',18,11,,29
Chhattisgarh,Bijapur,Blindness,'15-35',31,21,,52
Chhattisgarh,Bijapur,Chronic Neurological Conditions,'35-60',7,,,7
Chhattisgarh,Bijapur,Chronic Neurological Conditions,'6-15',2,1,,3
Chhattisgarh,Bijapur,Intellectual Disability,'6-15',11,10,,21
Chhattisgarh,Bijapur,Intellectual Disability,'35-60',3,5,,8
Chhattisgarh,Bijapur,Intellectual Disability,'15-35',26,18,,44
Chhattisgarh,Bijapur,Hearing Impairment,'80+',3,1,,4
Chhattisgarh,Bijapur,Hearing Impairment,'60-80',15,26,,41
Chhattisgarh,Bijapur,Hearing Impairment,'6-15',6,9,,15
Chhattisgarh,Bijapur,Hearing Impairment,'35-60',32,30,,62
Chhattisgarh,Bijapur,Hearing Impairment,'15-35',41,54,,95
Chhattisgarh,Bijapur,Dwarfism,'60-80',1,,,1
Chhattisgarh,Bijapur,Dwarfism,'6-15',4,1,,5
Chhattisgarh,Bijapur,Dwarfism,'35-60',1,2,,3
Chhattisgarh,Bijapur,Dwarfism,'15-35',4,6,,10
Chhattisgarh,Bijapur,Chronic Neurological Conditions,'60-80',3,,,3
Chhattisgarh,Bijapur,Autism Spectrum Disorder,'6-15',1,,,1
Chhattisgarh,Bijapur,Autism Spectrum Disorder,'15-35',1,,,1
Chhattisgarh,Bemetara,Parkinson's Disease,'6-15',1,2,,3
Chhattisgarh,Bemetara,Parkinson's Disease,'35-60',12,,,12
Chhattisgarh,Bemetara,Parkinson's Disease,'15-35',1,1,,2
Chhattisgarh,Bemetara,Muscular Dystrophy,'60-80',11,5,,16
Chhattisgarh,Bemetara,Muscular Dystrophy,'6-15',4,1,,5
Chhattisgarh,Bemetara,Muscular Dystrophy,'35-60',122,46,,168
Chhattisgarh,Bemetara,Muscular Dystrophy,'15-35',53,27,,80
Chhattisgarh,Bemetara,Multiple Sclerosis,'6-15',3,4,,7
Chhattisgarh,Bemetara,Multiple Sclerosis,'0-6',2,2,,4
Chhattisgarh,Bemetara,Multiple Disabilities,'60-80',6,1,,7
Chhattisgarh,Bemetara,Multiple Disabilities,'6-15',72,49,,121
Chhattisgarh,Bemetara,Multiple Disabilities,'35-60',26,13,,39
Chhattisgarh,Bemetara,Multiple Disabilities,'15-35',108,72,,180
Chhattisgarh,Bemetara,Parkinson's Disease,'60-80',3,,,3
Chhattisgarh,Bemetara,Sickle Cell Disease,'0-6',7,,,7
Chhattisgarh,Bijapur,Autism Spectrum Disorder,'0-6',1,,,1
Chhattisgarh,Bijapur,Acid Attack Victim,'35-60',,,,
Chhattisgarh,Bijapur,Acid Attack Victim,'15-35',,1,,1
Chhattisgarh,Bemetara,Thalassemia,'6-15',2,1,,3
Chhattisgarh,Bemetara,Thalassemia,'15-35',2,2,,4
Chhattisgarh,Bemetara,Thalassemia,'0-6',1,,,1
Chhattisgarh,Bemetara,Speech and Language Disability,'35-60',1,,,1
Chhattisgarh,Bemetara,Speech and Language Disability,'15-35',1,2,,3
Chhattisgarh,Bemetara,Specific Learning Disabilities,'35-60',1,,,1
Chhattisgarh,Bemetara,Specific Learning Disabilities,'15-35',1,,,1
Chhattisgarh,Bemetara,Sickle Cell Disease,'6-15',7,1,,8
Chhattisgarh,Bemetara,Sickle Cell Disease,'35-60',,1,,1
Chhattisgarh,Bemetara,Sickle Cell Disease,'15-35',6,2,,8
Chhattisgarh,Bemetara,Multiple Disabilities,'0-6',,1,,1
Chhattisgarh,Bilaspur,Cerebral Palsy,'6-15',165,125,,290
Chhattisgarh,Bijapur,Speech and Language Disability,'60-80',2,1,,3
Chhattisgarh,Bijapur,Speech and Language Disability,'6-15',17,11,,28
Chhattisgarh,Bijapur,Speech and Language Disability,'35-60',7,11,,18
Chhattisgarh,Bijapur,Speech and Language Disability,'15-35',23,21,,44
Chhattisgarh,Bijapur,Speech and Language Disability,'0-6',,2,,2
Chhattisgarh,Bijapur,Specific Learning Disabilities,'15-35',,1,,1
Chhattisgarh,Bijapur,Sickle Cell Disease,'6-15',3,5,,8
Chhattisgarh,Bijapur,Sickle Cell Disease,'35-60',2,1,,3
Chhattisgarh,Bijapur,Sickle Cell Disease,'15-35',10,23,,33
Chhattisgarh,Bijapur,Parkinson's Disease,'6-15',,1,,1
Chhattisgarh,Bijapur,Parkinson's Disease,'35-60',2,,,2
Chhattisgarh,Bijapur,Muscular Dystrophy,'6-15',2,2,,4
Chhattisgarh,Bijapur,Muscular Dystrophy,'35-60',3,3,,6
Chhattisgarh,Bijapur,Thalassemia,'35-60',1,1,,2
Chhattisgarh,Bilaspur,Acid Attack Victim,'15-35',2,1,,3
Chhattisgarh,Bilaspur,Cerebral Palsy,'35-60',44,26,,70
Chhattisgarh,Bilaspur,Cerebral Palsy,'15-35',226,187,,413
Chhattisgarh,Bilaspur,Cerebral Palsy,'0-6',6,4,,10
Chhattisgarh,Bilaspur,Blindness,'80+',7,5,,12
Chhattisgarh,Bilaspur,Blindness,'60-80',55,33,,88
Chhattisgarh,Bilaspur,Blindness,'6-15',30,19,,49
Chhattisgarh,Bilaspur,Blindness,'35-60',157,81,,238
Chhattisgarh,Bilaspur,Blindness,'15-35',156,131,,287
Chhattisgarh,Bilaspur,Blindness,'0-6',,2,,2
Chhattisgarh,Bilaspur,Autism Spectrum Disorder,'6-15',4,2,,6
Chhattisgarh,Bilaspur,Autism Spectrum Disorder,'35-60',2,,,2
Chhattisgarh,Bilaspur,Autism Spectrum Disorder,'15-35',1,,,1
Chhattisgarh,Bilaspur,Acid Attack Victim,'80+',1,,,1
Chhattisgarh,Bijapur,Muscular Dystrophy,'15-35',12,7,,19
Chhattisgarh,Bijapur,Muscular Dystrophy,'0-6',,1,,1
Chhattisgarh,Bijapur,Low Vision,'6-15',18,20,,38
Chhattisgarh,Bijapur,Low Vision,'35-60',64,64,,128
Chhattisgarh,Bijapur,Low Vision,'15-35',73,60,,133
Chhattisgarh,Bijapur,Low Vision,'0-6',1,,,1
Chhattisgarh,Bijapur,Locomotor Disability,'80+',4,15,,19
Chhattisgarh,Bijapur,Locomotor Disability,'60-80',117,80,,197
Chhattisgarh,Bijapur,Locomotor Disability,'6-15',66,51,,117
Chhattisgarh,Bijapur,Locomotor Disability,'35-60',298,131,,429
Chhattisgarh,Bijapur,Locomotor Disability,'15-35',298,156,,454
Chhattisgarh,Bijapur,Locomotor Disability,'0-6',6,3,,9
Chhattisgarh,Bijapur,Leprosy cured,'60-80',,1,,1
Chhattisgarh,Bijapur,Leprosy cured,'35-60',,1,,1
Chhattisgarh,Bijapur,Leprosy cured,'15-35',,1,,1
Chhattisgarh,Bijapur,Low Vision,'60-80',41,61,,102
Chhattisgarh,Bijapur,Low Vision,'80+',2,5,,7
Chhattisgarh,Bijapur,Multiple Sclerosis,'35-60',,2,,2
Chhattisgarh,Bijapur,Multiple Sclerosis,'15-35',3,,,3
Chhattisgarh,Bijapur,Multiple Sclerosis,'0-6',1,,,1
Chhattisgarh,Bijapur,Multiple Disabilities,'80+',1,,,1
Chhattisgarh,Bijapur,Multiple Disabilities,'60-80',3,24,,27
Chhattisgarh,Bijapur,Multiple Disabilities,'6-15',16,8,,24
Chhattisgarh,Bijapur,Multiple Disabilities,'35-60',31,20,,51
Chhattisgarh,Bijapur,Multiple Disabilities,'15-35',32,32,,64
Chhattisgarh,Bijapur,Mental Illness,'60-80',1,,,1
Chhattisgarh,Bijapur,Mental Illness,'6-15',7,8,,15
Chhattisgarh,Bijapur,Mental Illness,'35-60',2,5,,7
Chhattisgarh,Bijapur,Mental Illness,'15-35',20,17,,37
Chhattisgarh,Bijapur,Mental Illness,'0-6',1,,,1
Chhattisgarh,Bijapur,Intellectual Disability,'80+',1,,,1
Chhattisgarh,Bastar,Multiple Disabilities,'0-6',5,1,,6
Chhattisgarh,Bastar,Locomotor Disability,'35-60',1637,706,1,2344
Chhattisgarh,Bastar,Locomotor Disability,'15-35',1172,715,1,1888
Chhattisgarh,Bastar,Locomotor Disability,'0-6',11,9,,20
Chhattisgarh,Bastar,Leprosy cured,'35-60',4,,,4
Chhattisgarh,Bastar,Leprosy cured,'15-35',,1,,1
Chhattisgarh,Bastar,Intellectual Disability,'60-80',2,3,,5
Chhattisgarh,Bastar,Intellectual Disability,'6-15',96,80,,176
Chhattisgarh,Bastar,Intellectual Disability,'35-60',42,23,,65
Chhattisgarh,Bastar,Intellectual Disability,'15-35',159,116,,275
Chhattisgarh,Bastar,Intellectual Disability,'0-6',2,1,,3
Chhattisgarh,Bastar,Hemophilia,'35-60',1,,,1
Chhattisgarh,Bastar,Hemophilia,'15-35',,1,,1
Chhattisgarh,Bastar,Hearing Impairment,'80+',12,7,,19
Chhattisgarh,Bastar,Locomotor Disability,'6-15',315,213,1,529
Chhattisgarh,Bastar,Locomotor Disability,'60-80',663,292,1,956
Chhattisgarh,Bastar,Mental Illness,'80+',,4,,4
Chhattisgarh,Bastar,Mental Illness,'60-80',3,14,,17
Chhattisgarh,Bastar,Mental Illness,'6-15',68,49,,117
Chhattisgarh,Bastar,Mental Illness,'35-60',29,61,,90
Chhattisgarh,Bastar,Mental Illness,'15-35',135,130,,265
Chhattisgarh,Bastar,Mental Illness,'0-6',,1,,1
Chhattisgarh,Bastar,Low Vision,'80+',4,2,,6
Chhattisgarh,Bastar,Low Vision,'60-80',45,19,,64
Chhattisgarh,Bastar,Low Vision,'6-15',39,54,,93
Chhattisgarh,Bastar,Low Vision,'35-60',109,42,,151
Chhattisgarh,Bastar,Low Vision,'15-35',121,96,,217
Chhattisgarh,Bastar,Low Vision,'0-6',2,,,2
Chhattisgarh,Bastar,Locomotor Disability,'80+',32,22,,54
Chhattisgarh,Bastar,Hearing Impairment,'60-80',74,44,,118
Chhattisgarh,Bastar,Hearing Impairment,'6-15',41,52,,93
Chhattisgarh,Bastar,Blindness,'80+',5,1,,6
Chhattisgarh,Bastar,Blindness,'60-80',52,22,,74
Chhattisgarh,Bastar,Blindness,'6-15',43,36,,79
Chhattisgarh,Bastar,Blindness,'35-60',120,60,,180
Chhattisgarh,Bastar,Blindness,'15-35',147,108,,255
Chhattisgarh,Bastar,Blindness,'0-6',3,1,,4
Chhattisgarh,Bastar,Autism Spectrum Disorder,'6-15',7,1,,8
Chhattisgarh,Bastar,Autism Spectrum Disorder,'15-35',2,3,,5
Chhattisgarh,Bastar,Acid Attack Victim,'35-60',,,,
Chhattisgarh,Bastar,Acid Attack Victim,'15-35',1,,,1
Chhattisgarh,Balrampur Ramanujganj,Thalassemia,'6-15',11,6,,17
Chhattisgarh,Balrampur Ramanujganj,Thalassemia,'35-60',1,,,1
Chhattisgarh,Balrampur Ramanujganj,Thalassemia,'15-35',2,1,,3
Chhattisgarh,Bastar,Cerebral Palsy,'0-6',15,10,,25
Chhattisgarh,Bastar,Cerebral Palsy,'15-35',82,54,,136
Chhattisgarh,Bastar,Hearing Impairment,'35-60',88,70,,158
Chhattisgarh,Bastar,Hearing Impairment,'15-35',163,121,1,285
Chhattisgarh,Bastar,Hearing Impairment,'0-6',,2,,2
Chhattisgarh,Bastar,Dwarfism,'6-15',6,3,,9
Chhattisgarh,Bastar,Dwarfism,'35-60',3,1,,4
Chhattisgarh,Bastar,Dwarfism,'15-35',8,14,,22
Chhattisgarh,Bastar,Chronic Neurological Conditions,'60-80',8,1,,9
